2015,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,1,1,1,0,2,0,1,1,2,1,1
2015,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,1,0,0,0,1,0,0,1,1,0
2015,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,1,0,0,0,0,0,0,0,0,0,0,0
2015,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,1,0,0,0,0,0,0,1,0,0,1
2015,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,2,0,2,0,0,0,7,1,1,5,8,1
2016,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,1,1,1,1,2,2,1,2,3
2016,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,0,0,0,0,1,1,1,0,0
2016,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,2,1,5,2,3,2,1,0,2,0,1
2017,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,4,2,0,2,0,3,1,2,0
2017,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,1,0,0,0,0,0,0
2017,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,0,0,0,0,2,1,0,0,0
2017,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,1,1,1,0,1,1,1,3,1,0,2
2018,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,2,0,1,1,0,3,1,0,0,1
2018,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,1,1,1,3,0,1,1,0,0,0
2018,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,1,0,0,1,5,1,0,0,1,1,2
2019,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,1,0,1,1,0,0,1,1,1,0,2,1
2019,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,1
2019,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,0,0,0,1,0,0,1,1,1,2,1
2019,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,3,1,1,0,1,1,0,0,,,,
2020,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,1,0,0,0,0,0,0,,,,
2020,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,,,,
2020,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,4,1,0,0,0,1,1,0,,,,
2020,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,,,,
2020,12,Guerrero,12011,Atoyac de Álvarez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,,,,
