Estados Unidos Mexicanos,36 511 906,  ,  ,  
   Seguro,  ,  ,8 405 532,23.0
   Inseguro,  ,  ,28 044 624,76.8
  ,  ,  ,  ,  
Aguascalientes,  ,  ,  ,  
Aguascalientes , 550 193,  ,  ,  
   Seguro,  ,  , 222 806,40.5
   Inseguro,  ,  , 327 387,59.5
  ,  ,  ,  ,  
Baja California,  ,  ,  ,  
Mexicali, 565 519,  ,  ,  
   Seguro,  ,  , 106 879,18.9
   Inseguro,  ,  , 458 640,81.1
Tijuana,1 084 718,  ,  ,  
   Seguro,  ,  , 187 249,17.3
   Inseguro,  ,  , 895 195,82.5
  ,  ,  ,  ,  
Baja California Sur,  ,  ,  ,  
La Paz, 200 918,  ,  ,  
   Seguro,  ,  , 51 911,25.8
   Inseguro,  ,  , 148 104,73.7
Los Cabos1, 129 901,  ,  ,  
   Seguro,  ,  , 79 457,61.2
   Inseguro,  ,  , 50 444,38.8
  ,  ,  ,  ,  
Campeche,  ,  ,  ,  
San Francisco de Campeche, 176 005,  ,  ,  
   Seguro,  ,  , 69 412,39.4
   Inseguro,  ,  , 106 593,60.6
Ciudad del Carmen, 140 464,  ,  ,  
   Seguro,  ,  , 37 568,26.7
   Inseguro,  ,  , 102 896,73.3
  ,  ,  ,  ,  
Coahuila de Zaragoza,  ,  ,  ,  
Saltillo, 588 771,  ,  ,  
   Seguro,  ,  , 391 823,66.5
   Inseguro,  ,  , 196 948,33.5
La Laguna2, 792 664,  ,  ,  
   Seguro,  ,  , 406 908,51.3
   Inseguro,  ,  , 378 843,47.8
Piedras Negras, 111 502,  ,  ,  
   Seguro,  ,  , 57 405,51.5
   Inseguro,  ,  , 54 097,48.5
  ,  ,  ,  ,  
Colima,  ,  ,  ,  
Colima , 201 206,  ,  ,  
   Seguro,  ,  , 50 925,25.3
   Inseguro,  ,  , 148 773,73.9
Manzanillo, 103 245,  ,  ,  
   Seguro,  ,  , 18 816,18.2
   Inseguro,  ,  , 84 429,81.8
  ,  ,  ,  ,  
Chiapas,  ,  ,  ,  
Tuxtla Gutiérrez, 448 902,  ,  ,  
   Seguro,  ,  , 72 946,16.2
   Inseguro,  ,  , 375 956,83.8
Tapachula, 166 189,  ,  ,  
   Seguro,  ,  , 14 939,9.0
   Inseguro,  ,  , 151 250,91.0
  ,  ,  ,  ,  
Chihuahua,  ,  ,  ,  
Chihuahua , 617 832,  ,  ,  
   Seguro,  ,  , 183 155,29.6
   Inseguro,  ,  , 434 677,70.4
Juárez, 949 039,  ,  ,  
   Seguro,  ,  , 297 145,31.3
   Inseguro,  ,  , 648 899,68.4
  ,  ,  ,  ,  
Ciudad de México,  ,  ,  ,  
Norte3,1 572 804,  ,  ,  
   Seguro,  ,  , 86 324,5.5
   Inseguro,  ,  ,1 479 221,94.0
Sur4,1 486 266,  ,  ,  
   Seguro,  ,  , 136 268,9.2
   Inseguro,  ,  ,1 349 998,90.8
Oriente5,2 036 332,  ,  ,  
   Seguro,  ,  , 65 595,3.2
   Inseguro,  ,  ,1 968 246,96.7
Poniente6,1 703 719,  ,  ,  
   Seguro,  ,  , 212 650,12.5
   Inseguro,  ,  ,1 481 184,86.9
  ,  ,  ,  ,  
Durango,  ,  ,  ,  
Durango , 372 294,  ,  ,  
   Seguro,  ,  , 192 324,51.7
   Inseguro,  ,  , 179 970,48.3
La Laguna2, 792 664,  ,  ,  
   Seguro,  ,  , 406 908,51.3
   Inseguro,  ,  , 378 843,47.8
  ,  ,  ,  ,  
Guanajuato,  ,  ,  ,  
León de los Aldama, 997 703,  ,  ,  
   Seguro,  ,  , 232 730,23.3
   Inseguro,  ,  , 764 973,76.7
Guanajuato , 83 416,  ,  ,  
   Seguro,  ,  , 26 404,31.7
   Inseguro,  ,  , 57 012,68.3
  ,  ,  ,  ,  
Guerrero,  ,  ,  ,  
Acapulco de Juárez, 508 518,  ,  ,  
   Seguro,  ,  , 55 808,11.0
   Inseguro,  ,  , 452 710,89.0
Chilpancingo de los Bravo, 132 741,  ,  ,  
   Seguro,  ,  , 7 596,5.7
   Inseguro,  ,  , 123 809,93.3
Ixtapa-Zihuatanejo, 68 159,  ,  ,  
   Seguro,  ,  , 14 959,21.9
   Inseguro,  ,  , 52 685,77.3
  ,  ,  ,  ,  
Hidalgo,  ,  ,  ,  
Pachuca de Soto, 280 955,  ,  ,  
   Seguro,  ,  , 88 116,31.4
   Inseguro,  ,  , 192 839,68.6
  ,  ,  ,  ,  
Jalisco,  ,  ,  ,  
Guadalajara,2 836 773,  ,  ,  
   Seguro,  ,  , 778 150,27.4
   Inseguro,  ,  ,2 058 623,72.6
Puerto Vallarta, 161 561,  ,  ,  
   Seguro,  ,  , 77 713,48.1
   Inseguro,  ,  , 83 848,51.9
  ,  ,  ,  ,  
Estado de México,  ,  ,  ,  
Toluca de Lerdo, 925 446,  ,  ,  
   Seguro,  ,  , 140 303,15.2
   Inseguro,  ,  , 785 143,84.8
Ecatepec de Morelos,1 439 177,  ,  ,  
   Seguro,  ,  , 110 887,7.7
   Inseguro,  ,  ,1 328 290,92.3
Ciudad Nezahualcóyotl, 939 166,  ,  ,  
   Seguro,  ,  , 183 089,19.5
   Inseguro,  ,  , 748 134,79.7
  ,  ,  ,  ,  
Michoacán de Ocampo,  ,  ,  ,  
Morelia, 490 934,  ,  ,  
   Seguro,  ,  , 134 972,27.5
   Inseguro,  ,  , 355 962,72.5
Uruapan, 192 182,  ,  ,  
   Seguro,  ,  , 35 937,18.7
   Inseguro,  ,  , 156 245,81.3
Lázaro Cárdenas, 100 411,  ,  ,  
   Seguro,  ,  , 24 692,24.6
   Inseguro,  ,  , 75 719,75.4
  ,  ,  ,  ,  
Morelos,  ,  ,  ,  
Cuernavaca, 601 631,  ,  ,  
   Seguro,  ,  , 101 828,16.9
   Inseguro,  ,  , 496 531,82.5
  ,  ,  ,  ,  
